,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,remodeled,Age,RemodelAge,total_other_rooms,outdoorspace,reg_lot_shp,leveled_land,culdsac,1fam_hm,unf_attic,hip_roof,premium_ext,exclnt_extr,cblock_foundation,pconc_foundation,other_foundation,exclnt_bsmt,bsmt_exosure,bsmt_finished,bsmt_rec,excellent_heating,central_AC,kitchen_exclnt,fireplace_exclnt,attached_garage,finsihed_garage,pave_drive,normal_sale,vnr_brk,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
322,85.0,15300,5,5,0.0,42.0,0.0,1068.0,0,1264,1.0,1,0,2,1,1,1965.0,2.0,528.0,169000,True,45,33,5,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
323,93.0,10114,5,5,0.0,0.0,0.0,1430.0,0,1430,0.0,2,0,3,1,0,2004.0,2.0,624.0,173500,True,6,5,4,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,94.0,9400,6,5,0.0,0.0,0.0,912.0,0,1824,0.0,2,2,4,2,0,0.0,0.0,0.0,139000,False,39,39,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0.0,11875,5,5,0.0,0.0,0.0,1344.0,0,1344,0.0,2,0,3,1,1,2001.0,2.0,686.0,166500,False,11,11,4,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0.0,1974,4,5,0.0,334.0,0.0,546.0,0,1092,0.0,1,1,3,1,0,1973.0,1.0,286.0,83500,False,37,37,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,31.0,2394,5,6,0.0,915.0,0.0,945.0,0,945,1.0,1,0,2,1,1,1973.0,1.0,253.0,119500,False,37,37,3,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,36.0,2592,5,3,0.0,129.0,232.0,536.0,0,1112,0.0,1,1,3,1,0,1976.0,1.0,336.0,85000,False,34,34,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,21.0,1476,4,7,0.0,176.0,0.0,546.0,0,1092,0.0,1,1,3,1,0,0.0,0.0,0.0,76000,False,40,40,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,21.0,1491,4,6,0.0,150.0,480.0,630.0,0,630,1.0,1,0,1,1,0,0.0,0.0,0.0,75500,False,38,38,2,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,21.0,1900,4,4,0.0,0.0,0.0,546.0,0,1092,0.0,1,1,3,1,0,0.0,0.0,0.0,88250,False,40,40,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,21.0,1890,4,6,0.0,294.0,0.0,546.0,0,1092,0.0,1,1,3,1,0,1972.0,1.0,286.0,85500,False,38,38,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,50.0,6953,5,7,0.0,469.0,0.0,864.0,0,874,0.0,1,0,3,1,0,1971.0,1.0,352.0,130000,True,39,6,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0.0,26142,5,7,189.0,593.0,0.0,1188.0,0,1188,0.0,1,0,3,1,0,1962.0,1.0,312.0,157900,False,48,48,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,76.0,12887,5,7,0.0,207.0,590.0,833.0,0,833,1.0,1,0,2,1,0,1984.0,2.0,495.0,149900,False,26,26,3,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,70.0,7700,5,2,0.0,0.0,0.0,1216.0,0,2432,0.0,4,2,4,2,0,1985.0,2.0,616.0,159000,True,25,24,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,63.0,10475,5,5,0.0,458.0,0.0,624.0,0,1274,0.0,1,1,3,1,0,1993.0,2.0,576.0,136000,False,19,19,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,68.0,10544,5,5,0.0,476.0,0.0,864.0,0,1479,0.0,2,0,5,1,0,1969.0,1.0,275.0,161000,False,41,41,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,76.0,9892,8,5,0.0,1341.0,284.0,1679.0,0,1803,1.0,2,1,3,1,2,1994.0,2.0,482.0,285000,True,16,15,3,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,74.0,12961,6,5,0.0,944.0,0.0,1152.0,0,1797,1.0,2,1,3,1,1,1993.0,2.0,616.0,231000,True,17,16,4,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,74.0,13008,6,5,0.0,564.0,0.0,882.0,0,882,0.0,1,0,2,1,0,1956.0,1.0,502.0,124500,False,54,54,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,85.0,10200,6,5,440.0,844.0,0.0,1434.0,0,1434,1.0,2,0,4,1,1,1974.0,2.0,528.0,157000,False,36,36,3,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
343,75.0,13860,8,7,0.0,1410.0,0.0,1952.0,0,2704,1.0,2,1,4,1,3,1972.0,2.0,538.0,345000,True,38,15,5,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,88.0,10179,6,5,0.0,847.0,0.0,945.0,0,1608,0.0,2,1,3,1,1,1997.0,2.0,470.0,189500,False,13,13,4,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0.0,11792,8,5,188.0,850.0,0.0,1008.0,0,2283,0.0,2,1,4,1,1,2003.0,3.0,632.0,270000,False,7,7,5,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,60.0,8400,7,5,32.0,284.0,0.0,384.0,0,1628,0.0,2,1,3,1,1,1996.0,2.0,390.0,189000,True,14,13,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,42.0,14892,9,5,160.0,1320.0,0.0,1746.0,0,1746,1.0,2,0,3,1,2,2006.0,3.0,758.0,377500,True,4,3,4,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0.0,8530,7,5,22.0,0.0,0.0,384.0,0,1474,0.0,2,1,3,1,1,1995.0,2.0,400.0,168500,True,15,14,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,28.0,7296,8,5,0.0,1965.0,0.0,2208.0,0,2522,1.0,2,0,1,1,1,2004.0,2.0,564.0,375000,True,6,5,7,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,40.0,5664,8,5,0.0,1158.0,0.0,1501.0,0,1659,1.0,2,0,2,1,1,2000.0,2.0,499.0,278000,False,10,10,3,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
351,61.0,7380,8,5,0.0,341.0,0.0,1418.0,0,1478,1.0,2,0,2,1,0,1998.0,2.0,495.0,240000,False,12,12,3,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,57.0,8013,8,5,0.0,741.0,0.0,1587.0,0,1734,1.0,2,0,2,1,0,1995.0,2.0,528.0,239500,True,15,14,4,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,57.0,8923,7,5,0.0,189.0,0.0,384.0,0,1382,0.0,2,1,3,1,1,1998.0,2.0,396.0,177500,False,12,12,4,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,74.0,10141,7,5,40.0,0.0,0.0,832.0,0,1718,0.0,2,1,3,1,1,1998.0,2.0,427.0,185000,False,12,12,4,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,60.0,7500,6,5,0.0,476.0,0.0,952.0,0,1636,1.0,2,1,3,1,1,1998.0,2.0,440.0,191000,True,12,11,4,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,59.0,7837,6,7,0.0,0.0,0.0,799.0,0,1571,0.0,2,1,3,1,1,1993.0,2.0,380.0,178000,True,17,16,4,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0.0,9765,6,8,68.0,310.0,0.0,680.0,0,1470,0.0,2,1,3,1,1,1993.0,2.0,420.0,185000,False,17,17,3,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0.0,8803,6,5,0.0,600.0,0.0,707.0,0,1516,1.0,2,1,3,1,1,1994.0,2.0,409.0,181316,True,16,15,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,58.0,7250,6,5,45.0,0.0,0.0,1181.0,0,1190,0.0,2,0,3,1,1,1993.0,2.0,430.0,166000,False,17,17,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0.0,9636,6,5,0.0,0.0,0.0,808.0,0,1593,0.0,2,1,3,1,1,1993.0,2.0,389.0,178000,True,18,17,4,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,65.0,8125,6,5,0.0,0.0,0.0,702.0,0,1481,0.0,2,1,3,1,1,1994.0,2.0,343.0,174000,True,16,15,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0.0,9248,6,6,106.0,560.0,0.0,1158.0,0,1167,1.0,2,0,3,1,0,1992.0,2.0,400.0,173000,False,18,18,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0.0,10762,7,5,344.0,694.0,0.0,978.0,0,1983,0.0,2,1,3,1,1,1999.0,2.0,490.0,225000,False,11,11,6,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,99.0,11851,7,5,0.0,0.0,0.0,1424.0,0,1442,0.0,2,0,3,1,0,1990.0,2.0,500.0,180500,False,20,20,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.0,5814,8,5,0.0,1036.0,0.0,1220.0,0,1360,1.0,1,0,1,1,1,1984.0,2.0,565.0,187500,False,26,26,3,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,63.0,17423,9,5,748.0,1904.0,0.0,2216.0,0,2234,1.0,2,0,1,1,1,2009.0,3.0,1166.0,501837,True,2,1,8,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,80.0,11844,8,5,464.0,0.0,0.0,2046.0,0,2046,0.0,2,1,3,1,1,2008.0,3.0,834.0,372500,False,2,2,4,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,124.0,16158,7,5,16.0,1274.0,0.0,1530.0,0,1530,1.0,2,0,3,1,1,2005.0,2.0,430.0,260000,False,5,5,4,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,85.0,11900,5,6,157.0,400.0,0.0,1122.0,0,1934,1.0,2,1,3,1,1,1977.0,2.0,567.0,185000,False,33,33,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,94.0,13005,7,7,278.0,692.0,0.0,845.0,0,2353,1.0,2,1,4,1,1,1983.0,2.0,484.0,260000,False,30,30,6,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,48.0,17043,6,5,0.0,0.0,0.0,1362.0,0,1586,0.0,2,0,3,1,1,1979.0,2.0,435.0,181000,True,31,12,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,85.0,11900,7,5,209.0,822.0,0.0,1386.0,0,1411,0.0,2,0,3,1,1,1977.0,2.0,544.0,82500,False,33,33,3,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,0.0,16635,6,7,126.0,1246.0,0.0,1602.0,0,1602,0.0,2,0,3,1,1,1977.0,2.0,529.0,215000,True,33,10,5,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,0.0,13250,7,6,256.0,0.0,0.0,832.0,0,2050,0.0,2,1,4,1,1,1978.0,2.0,529.0,154000,False,32,32,4,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,80.0,10928,6,6,101.0,363.0,0.0,1427.0,0,1671,0.0,2,0,3,1,1,1978.0,2.0,484.0,200000,True,32,24,4,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,0.0,12388,7,7,229.0,602.0,0.0,1043.0,0,2673,0.0,2,1,4,1,1,1980.0,2.0,441.0,249000,True,30,19,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,0.0,14115,7,5,225.0,1036.0,0.0,1372.0,0,1472,1.0,2,0,3,1,2,1980.0,2.0,588.0,187500,False,30,30,3,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,80.0,11088,6,5,144.0,832.0,0.0,1140.0,0,1707,0.0,2,0,3,1,1,1978.0,2.0,479.0,184000,True,32,12,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,80.0,9600,8,5,0.0,1104.0,0.0,2524.0,0,2524,1.0,2,1,4,1,1,1981.0,2.0,542.0,278000,False,29,29,5,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380,82.0,11880,7,5,206.0,704.0,0.0,1271.0,0,1601,0.0,2,0,3,1,1,1978.0,2.0,478.0,157000,False,32,32,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
381,80.0,10400,7,5,189.0,0.0,0.0,1090.0,0,1370,0.0,2,0,3,1,1,1976.0,2.0,479.0,152000,False,34,34,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,0.0,10304,5,7,44.0,381.0,0.0,780.0,0,1868,1.0,2,1,4,1,1,1976.0,2.0,484.0,197500,False,34,34,5,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383,70.0,7000,7,5,0.0,622.0,0.0,926.0,0,1884,1.0,2,1,3,1,1,2003.0,2.0,581.0,240900,False,7,7,4,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,75.0,8004,8,5,110.0,544.0,0.0,832.0,0,1935,1.0,2,1,3,1,0,2009.0,2.0,552.0,263435,False,1,1,5,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
385,0.0,7500,8,5,0.0,0.0,0.0,1058.0,0,1874,0.0,2,1,3,1,1,2000.0,2.0,588.0,220000,True,10,9,4,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,0.0,8470,8,5,0.0,225.0,276.0,972.0,0,1811,0.0,2,1,3,1,1,2002.0,2.0,565.0,235000,False,8,8,4,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,0.0,9373,5,7,161.0,1333.0,168.0,1621.0,0,1621,1.0,2,0,3,1,2,1975.0,2.0,478.0,213000,False,35,35,4,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,78.0,10140,6,6,196.0,888.0,0.0,1116.0,0,1116,1.0,2,0,3,1,1,1974.0,2.0,528.0,167900,False,36,36,3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,85.0,11050,7,5,0.0,636.0,0.0,1176.0,0,1193,0.0,2,0,3,1,1,1975.0,2.0,506.0,158000,False,35,35,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,78.0,10140,6,5,174.0,0.0,0.0,1064.0,0,1350,0.0,2,0,3,1,1,1974.0,2.0,478.0,165000,False,36,36,4,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,0.0,10448,6,6,333.0,0.0,0.0,689.0,0,2119,0.0,2,1,3,1,1,1972.0,2.0,583.0,158000,False,38,38,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,60.0,9000,5,5,0.0,0.0,0.0,896.0,0,1792,0.0,2,2,4,2,0,0.0,0.0,0.0,136000,False,36,36,4,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,0.0,8750,5,6,76.0,828.0,0.0,1002.0,0,1002,1.0,1,0,3,1,0,1973.0,2.0,902.0,148500,False,40,40,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,61.0,7930,6,8,0.0,439.0,472.0,1026.0,0,1026,1.0,1,0,3,1,0,1969.0,2.0,440.0,156000,True,41,5,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
395,0.0,7830,5,5,0.0,0.0,0.0,1180.0,0,1180,0.0,1,1,2,1,0,1970.0,2.0,477.0,128000,False,40,40,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396,0.0,8510,5,7,178.0,500.0,0.0,1043.0,0,1050,1.0,1,1,3,1,0,1971.0,1.0,336.0,143000,False,39,39,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
