,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,remodeled,ms_type,Age,RemodelAge
889,RL,80.0,10682,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,1014.0,GasA,TA,Y,SBrkr,0,1149,1.0,0.0,1,0,3,1,TA,7,Min1,0,0,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0,240,0,0,0,0,0,7,2009,WD ,Normal,127000,True,1-STORY 1946 & NEWER ALL STYLES,50,39
890,RL,72.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631.0,Unf,0.0,1041.0,GasA,Ex,Y,SBrkr,0,1125,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1.0,352.0,TA,TA,Y,296,0,0,0,0,0,0,10,2009,WD ,Abnorml,125000,False,SPLIT OR MULTI-LEVEL,34,34
891,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,1698.0,GasA,Ex,Y,SBrkr,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,0,2,2009,WD ,Normal,320000,True,1-STORY 1946 & NEWER ALL STYLES,3,2
892,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,547.0,GasA,Gd,Y,SBrkr,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,0,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,0,4,2009,WD ,Normal,145500,True,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,5,4
893,RL,50.0,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,GasA,Ex,Y,SBrkr,0,698,0.0,1.0,1,0,2,1,TA,4,Typ,0,0,0,0.0,0,0.0,0.0,0,0,Y,0,200,0,0,0,0,0,6,2009,WD ,Normal,118000,True,1-STORY 1946 & NEWER ALL STYLES,63,2
894,RL,64.0,6410,Pave,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,876.0,GasA,TA,Y,FuseA,0,876,0.0,0.0,1,0,3,1,TA,5,Typ,0,0,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,85000,False,1-STORY 1946 & NEWER ALL STYLES,51,51
895,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,1078.0,GasA,TA,Y,FuseA,0,1368,1.0,0.0,1,0,3,1,TA,6,Min1,0,0,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,900,6,2009,WD ,Normal,120000,False,1-STORY 1946 & NEWER ALL STYLES,60,60
896,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,Wall,TA,N,FuseF,0,1529,0.0,0.0,2,0,4,1,TA,9,Mod,0,0,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,92,0,185,0,0,0,0,4,2009,WD ,Normal,98000,True,1-1/2 STORY FINISHED ALL AGES,65,60
897,RL,56.0,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864.0,GasA,Ex,Y,SBrkr,0,864,0.0,0.0,1,0,2,1,TA,4,Typ,0,0,0,0.0,0,0.0,0.0,0,0,Y,0,96,0,0,0,0,0,7,2009,WD ,Normal,99900,True,1-STORY 1945 & OLDER,88,60
898,RL,74.0,10206,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,TA,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,GasW,Fa,N,FuseF,0,944,0.0,0.0,1,0,2,1,Fa,4,Min1,0,0,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,82000,False,1-STORY 1946 & NEWER ALL STYLES,58,58
899,RL,65.0,10926,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,GasA,TA,Y,SBrkr,0,1678,0.0,0.0,2,0,6,2,TA,10,Typ,0,0,0,0.0,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,119900,False,DUPLEX - ALL STYLES AND AGES,51,51
900,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,1150.0,GasA,Ex,Y,SBrkr,0,1560,0.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,103500,False,1-STORY 1946 & NEWER ALL STYLES,54,54
901,RL,0.0,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,GasA,Ex,Y,FuseA,0,960,0.0,0.0,1,0,3,1,TA,5,Typ,0,0,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,64,0,0,0,160,0,0,10,2009,COD,Abnorml,112000,False,1-STORY 1946 & NEWER ALL STYLES,54,54
902,RL,67.0,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,GasA,Gd,Y,SBrkr,0,1196,0.0,0.0,1,0,3,1,Gd,7,Typ,0,0,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000,True,1-1/2 STORY FINISHED ALL AGES,90,10
903,RL,45.0,8212,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,720.0,GasA,Ex,Y,SBrkr,0,1298,0.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,84,0,0,0,0,0,0,9,2009,WD ,Normal,122000,True,1-1/2 STORY FINISHED ALL AGES,69,60
904,RL,60.0,10998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420.0,984.0,GasA,Ex,Y,SBrkr,0,1604,0.0,0.0,2,0,3,1,TA,6,Min2,0,0,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,0,68,0,0,0,0,0,7,2009,WD ,Normal,117000,True,1-1/2 STORY FINISHED ALL AGES,69,50
905,RH,70.0,6300,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,832.0,GasA,TA,Y,SBrkr,0,1268,0.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0,0,55,0,0,0,0,7,2009,WD ,Abnorml,160000,True,1-1/2 STORY FINISHED ALL AGES,72,60
906,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,793.0,GasA,Ex,Y,SBrkr,0,1520,0.0,0.0,1,0,3,1,TA,6,Typ,0,0,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0,0,56,0,0,0,0,7,2009,WD ,Abnorml,159434,True,1-1/2 STORY FINISHED ALL AGES,78,10
907,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0.0,290.0,GasA,TA,N,FuseF,0,438,0.0,0.0,1,0,1,1,Fa,3,Typ,0,0,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0,0,0,0,0,0,0,1,2009,WD ,Normal,60000,True,1-STORY 1945 & OLDER,90,60
908,RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,GasA,TA,Y,SBrkr,0,1489,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,0,0,7,2009,WD ,Normal,139500,True,1-1/2 STORY FINISHED ALL AGES,70,60
909,RL,102.0,15863,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523.0,Unf,0.0,824.0,GasA,Ex,Y,SBrkr,397,3082,1.0,0.0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,2.0,672.0,TA,TA,Y,136,63,0,0,0,0,0,8,2009,WD ,Normal,197000,True,2-1/2 STORY ALL AGES,90,40
910,RL,43.0,5707,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,583.0,GasA,Gd,Y,FuseF,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,0,0,3,2009,WD ,Normal,105000,True,2-STORY 1945 & OLDER,75,60
911,RL,65.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,1122.0,GasA,TA,Y,SBrkr,0,1981,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,0,0,0,12,2009,WD ,Normal,135000,True,1-1/2 STORY FINISHED ALL AGES,82,60
912,RL,64.0,8574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,GasA,Ex,Y,SBrkr,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0,0,180,0,0,0,0,10,2009,WD ,Normal,147500,True,1-STORY 1945 & OLDER,94,10
913,RL,51.0,6171,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,264.0,Unf,0.0,976.0,GasA,Ex,Y,SBrkr,0,1608,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,Fa,TA,Y,147,16,0,0,0,0,0,10,2009,WD ,Normal,137450,True,1-1/2 STORY FINISHED ALL AGES,85,20
914,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350.0,BLQ,210.0,560.0,GasA,Ex,Y,SBrkr,0,1135,1.0,0.0,1,0,3,1,Gd,6,Typ,0,0,Detchd,1971.0,RFn,2.0,576.0,TA,TA,Y,256,0,0,0,0,0,0,4,2009,WD ,Normal,155000,True,2-STORY 1945 & OLDER,74,3
915,RL,57.0,7558,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,896.0,GasA,Gd,Y,SBrkr,0,1913,0.0,0.0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2.0,342.0,Fa,Fa,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,177000,True,1-1/2 STORY FINISHED ALL AGES,82,60
916,RL,52.0,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,861.0,GasA,Gd,Y,SBrkr,0,1477,0.0,1.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1928.0,Unf,1.0,216.0,TA,TA,Y,0,50,0,0,0,0,0,8,2009,WD ,Normal,145000,True,1-1/2 STORY FINISHED ALL AGES,82,60
917,RL,53.0,7155,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,600.0,GasA,Ex,Y,SBrkr,0,1228,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1918.0,Unf,1.0,215.0,Fa,TA,Y,0,113,0,0,195,0,0,5,2009,WD ,Normal,137000,True,2-STORY 1945 & OLDER,92,20
918,RL,53.0,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,1276.0,GasA,Ex,Y,SBrkr,0,2080,0.0,0.0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1.0,282.0,TA,TA,Y,0,0,0,0,145,0,0,6,2009,WD ,Normal,234000,True,2-STORY 1945 & OLDER,84,6
919,RL,60.0,13680,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,840.0,GasA,Ex,Y,SBrkr,0,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,21,150,0,0,0,0,2,2009,WD ,Normal,205000,True,1-1/2 STORY FINISHED ALL AGES,70,60
920,RL,0.0,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,771.0,GasA,Fa,Y,SBrkr,0,1494,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,0,0,224,0,0,11,2009,WD ,Normal,177500,True,2-STORY 1945 & OLDER,68,60
921,RL,130.0,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,Unf,0.0,728.0,GasA,Ex,Y,SBrkr,0,1308,1.0,0.0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,0,0,0,0,0,6,2009,WD ,Normal,160000,True,1-1/2 STORY FINISHED ALL AGES,70,60
922,RL,80.0,14680,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,1273.0,GasA,Ex,Y,SBrkr,0,1273,0.0,0.0,1,0,2,1,TA,5,Typ,0,0,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,0,0,6,2009,WD ,Normal,155000,False,1-STORY 1946 & NEWER ALL STYLES,50,50
923,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,876.0,GasA,Ex,Y,SBrkr,0,964,1.0,0.0,1,0,2,1,TA,5,Typ,0,0,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD ,Normal,163500,True,1-STORY 1945 & OLDER,89,4
924,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731.0,GasA,Ex,Y,SBrkr,0,1343,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1.0,186.0,Fa,TA,Y,192,0,102,0,0,0,0,7,2009,WD ,Normal,154900,True,1-1/2 STORY FINISHED ALL AGES,89,60
925,RL,0.0,8145,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,920.0,GasA,Ex,Y,SBrkr,0,2480,0.0,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,1940.0,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,0,0,7,2009,WD ,Normal,205000,True,DUPLEX - ALL STYLES AND AGES,70,60
926,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,1112.0,GasA,Ex,Y,SBrkr,0,1112,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,390.0,TA,TA,Y,0,0,0,0,0,0,0,10,2009,WD ,Family,144800,False,1-STORY 1946 & NEWER ALL STYLES,56,56
927,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,704.0,GasA,Ex,Y,SBrkr,0,1564,0.0,0.0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1.0,234.0,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,174500,True,2-STORY 1945 & OLDER,69,60
928,RL,90.0,13339,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,65.0,BLQ,875.0,1561.0,GasA,TA,Y,SBrkr,0,1561,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1960.0,Fin,2.0,463.0,TA,TA,Y,0,148,0,0,120,0,0,5,2009,WD ,Normal,193000,False,1-STORY 1946 & NEWER ALL STYLES,50,50
929,RL,78.0,15600,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,1067.0,GasW,Fa,N,SBrkr,0,1523,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,1949.0,Unf,1.0,295.0,TA,TA,Y,0,0,81,0,0,0,0,10,2009,WD ,Normal,158000,True,1-1/2 STORY FINISHED ALL AGES,61,5
930,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1092.0,GasA,Ex,Y,SBrkr,0,1152,0.0,1.0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1.0,300.0,TA,TA,Y,0,36,0,0,0,0,0,8,2009,WD ,Family,158500,True,1-STORY 1946 & NEWER ALL STYLES,60,6
931,RL,100.0,17500,Pave,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,1310.0,GasA,Ex,Y,SBrkr,0,1906,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Basment,1954.0,Unf,2.0,576.0,TA,TA,Y,0,201,0,0,0,0,0,1,2009,WD ,Normal,224000,False,1-STORY 1946 & NEWER ALL STYLES,56,56
932,RM,24.0,1733,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,516.0,GasA,TA,Y,SBrkr,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,452.0,TA,TA,Y,279,0,0,0,0,0,0,5,2009,WD ,Normal,115000,False,2-STORY PUD - 1946 & NEWER,30,30
933,RM,24.0,1488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,561.0,GasA,TA,Y,SBrkr,0,1229,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,176,0,0,0,0,0,0,10,2009,WD ,Normal,137000,True,2-STORY PUD - 1946 & NEWER,30,18
934,RM,24.0,1612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,GasA,TA,Y,SBrkr,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,154,0,0,0,0,0,0,7,2009,WD ,Normal,121000,False,2-STORY PUD - 1946 & NEWER,30,30
935,RM,24.0,1300,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,561.0,GasA,TA,Y,SBrkr,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,150,0,0,0,0,0,0,5,2009,WD ,Normal,124000,False,2-STORY PUD - 1946 & NEWER,30,30
936,RL,0.0,13607,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,TA,Gd,CBlock,TA,TA,No,ALQ,454.0,Unf,0.0,572.0,GasA,Gd,Y,SBrkr,0,1982,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1986.0,Fin,2.0,501.0,TA,TA,Y,400,112,0,0,0,0,1500,4,2009,WD ,Normal,208000,False,SPLIT OR MULTI-LEVEL,24,24
937,RL,0.0,17597,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,9,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,803.0,ALQ,419.0,1803.0,GasA,TA,Y,SBrkr,0,2365,1.0,0.0,2,0,3,1,Ex,7,Min1,2,Gd,Attchd,1971.0,Fin,2.0,551.0,TA,TA,Y,200,144,0,0,0,0,0,7,2009,WD ,Normal,315000,True,1-STORY 1946 & NEWER ALL STYLES,39,1
